Experiment No.,F. Rank 1,F. Rank 2,F. Rank 3,F. Score 1,F. Score 2,F. Score 3,M. Rank 1,M. Rank 2,M. Rank 3,M. Score 1,M. Score 2,M. Score 3
n7141,nn,O,X,0.796597,0.394239,0.028470,xx,H,ss,0.639457,0.246330,0.224422
